TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
org.apache.hadoop.yarn.util.resource.ResourceUtils,120,24,52,244,00111111111111111111111110000000110011000111100000000000000000001110011111000000111110000111000000001111111111000011111111001111100110000001110111111111111111111111100000000000000000011111111111101111110111111111111111111000010000000000001110000111111111111111111111111111111111111111111111111111111000000000000000000000001111000111111111111111111111111111111111100111100001111111111110001
