TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
com.pmdesigns.jvc.tools.JVCParserTokenManager,120,60,286,157,111111111111111111111111111111000001111111111111111111111111111111111111111100000000000000000000000000000000000000111111111111111111011100001001000000000000000000000111111010101010101111000000000000000000000000000000000000000000000000000000000000001111100110001111111111101111010100100000000000000000000011111101010101010100000000000000000000000000000000000000000000000000000000000000000110000001000111001111110111000010010000000000000000000001111110101010101010000000000000000000000000000000000000000000000000000000000000000011000000100011100111111011100001001000000000000000000000111111010101010101000000000000000000000000000000000000000000000000000000000000000001100000010001110011111101000000000000000000000000000000000000000000000000000001111010101010101110000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001100000010001111111111101111010100100000000000000000000011111101010101010111100000000000000000000000000000000000000000000000000000000000000110000001000111111111111111111111111111111111111111111111111111111111111111111110001111111111111111111011111111001111110111111110011111101000110000111111011111111111111110111111110011111101111111111111111011111111110111111111101111111111011111111110111111111101111111111111111111110110111101101111011011110110111101101111011011
