TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
edu.mscd.cs.jclo.JCLO,120,32,94,2525,11111111111111111111111111,1111111111111111011111111111111111111111110111010111011111110111111100000111111111100000000000000000000000001111111111010100000001111
