TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.fs.ChecksumFileSystem,120,49,169,787,11110101111111111111111111111111101111111110000000000000000,01000011111111101111111110111111111101111111100000011111111111111111101111100000000000000000000000000000000000000000000000000000000010000111111100100011111110000001111011000000000110111110001011111
