TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
weka.classifiers.Evaluation,120,106,455,205,11111111111111111111111111111110111111011110111111110011111111011011101001101100000101110000010000010100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111100000110001110000000000001100000000000010011010011111111001001110101110101110101010101001100110111001110110101111111110100000000000000000101010111110100110101110111110101110010111111111011111111111111111111111011111111111111111111111011111111111111111111111011111110111111101111101111111011111111110111000000000111111000011111010101110101010101010101011100111111011111111110111011111110100000000000000000000000000000000010000111110111111011011,00100000100100000011000110100000000011000100010111000000100000000000000000000000001001001110100101101001001100100100100100000000001001010110010001000110010001001001011001010000000001011001000010000000000010010010010010010010010001001001001000000000000000000000000000000000000000
