TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
org.apache.hadoop.mapred.MapTask,120,22,73,36,01000111110100000110111111100110010000000011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001011110110000101111100001001111011110110000000000011100110000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000
