TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,MethodNoExceptionCoverageBitString,ExceptionCoverageBitString,OutputCoverageBitString,BranchCoverageBitString,WeakMutationCoverageBitString,LineCoverageBitString,MethodCoverageBitString
org.jfree.chart.renderer.category.StatisticalBarRenderer,120,24,179,1018,0111011111111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111,1010111111,111111111111,11011011001011101010111,1101101111111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111,11111111111111111111111111111110000000000000000001111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111011111111100000,1111110000000000000000000000000000000000000000000000000000000000000000000111111110110110000000000000000000000000000000000000000000000000000000000000000000111111111111100001111110000,1111111111
