TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString
com.pmdesigns.jvc.tools.JVCParserTokenManager,120,55,326,160,111111111101111111101101111111110011011111100011001010100101110111101110001111000101001100011010110100101011110000111000101101011011001111100101110100111011101000000000000001000000000101101111101011101010001011100101100000111110100110010010101001101100101011101001101111001100110100111110100000000000000000000000000000000000000000000000000000000000000001011110101101111110111010111111111100110100101000000000000001011110000001110011011011001100110111010100011101010101101100111000100101101101010101110001000111000011001110101101010100111001100100101010000010001000000000000000000000000000000000000000000000000011110001110001111010110100101000111111110010011111010011100101100110001010001111100111010100001010101011001101100010110001101000111001110011001011010111101000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001001100000100111111111011011111111100111101101000001011010000111101111111001110100010011100110001111110011001000111101101100110000110101110110111001010101110111000100000000000010000000000111100100111010110001101101001010001111111111001100100100110011010110110001011001011101101010100101111101000000000000000000000000000000000000000000000000000000000000000001010100000111110101011000111101100000000000000000000000000001110101100001010101010110011101001110111010100011011010100100110011001101101001101101100100001110010000000000000000010000000010110100100010110111110010100110010100101101101111010100100110001010010110110010111100110110100000101110000000000000000000000000000000000000000000000000000000000000000000101010000001111111111101011111111101010111101100001001010100101100011110010100111100110110110011010011101010101011111010101001000101011110001010010110000010000100000000000000000000000000101111001011011000010001010101100111111100010100110110110010111111001000101111001101001001101001011010111000000000000000000000000000000000000000000000000000000000000000001010100000101011111111101011111111101011110101000001010000000111101111101110101010111011010110101101000110100101000110110010100111010101101000010110101010010010000000000000000010000000000111011100111110100000111111100101011001001010010110101000101011111101010100111011001010101010010110110100000000010000000000000000000000000000000000000000000000000000000010101000000111111111111111111111111111111011110111111111101111101111110111100000000000000000
