TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.thirdparty.protobuf.Field,120,138,609,143,111111111111111111111111111111111111111111111111111111111111111111111111111111000001111110111111111111111111111011110111111110111110111110101010101011101011111111111111111111010111111111111111111101010101010101010101011101010101010101010101001000000000000000000000011111111111011111111111110101010101101100000011000001011011110101110111111111111111111111111111111111111111111111111111111111111111111011111,1010011001001001001001100001001001001001100100100101001001010001100100010010000010000000000000001010011100100101001001001001001001100100010010010010011001000100100100100110010001001001001001100100010010010010011010010010010010011010010010010010011000010010010010011000010010010010011000010010010010011000010010010010011000010010010010011000010010010010011000010010010010011000010010010010011000010010010010011001001100100100100110010
