TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
com.google.common.util.concurrent.Monitor,120,42,180,6,111111111110000111111111101100000000011111111111011111111111110000100110111111011101111011011111101111011110111111111111011001111111110111101111101111011011111111011001111111110000000001111110110000110100111111110111111111100001101001100001000111111110111101111111111000111101111111111100000001001111111
