TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.base.Predicates,120,25,106,315,001000100011111111111111111110101001001010010101010111011111111110011110011110011110000000000110000000000000011,101010101010101011011010101010101010101010
