TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.thirdparty.protobuf.AbstractMessage,120,22,91,62,1000000010110000111000000000000000000000000000000,1100001101001100011011111001101100111010000001011010000000000000000000000111101101000000000001000100000000000111000000000101111011111
