TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.webapp.hamlet2.HamletGen,120,15,43,63,1111111111111101111111111111101111110001111111111101001111011100101110110111111011110011111111111011110110111011110101110001111011011111110100101111111111111110101011011,1111111111111110111111111111110111110001111111111101001111011100110111001111101111101101111111111101110111011110110101110001111101011111110010111011111111111111010101011
