approach,Size
smart selection,60.94322250639386
original combination,56.291414141414144
BC,38.427948717948716
WM,24.324812030075186
LC,29.515113350125944
TMC,24.95527638190955
NTMC,21.004556962025315
DBC,44.63673469387755
EC,54.13221649484536
OC,49.221683673469386
