approach,Size
smart selection,41.209120521172636
original combination,40.95112540192926
BC,20.92207792207792
WM,16.20450160771704
LC,17.77820512820513
TMC,14.646153846153846
NTMC,12.414285714285715
DBC,22.649677419354838
EC,30.22801302931596
OC,26.772459016393444
