approach,Size
smart selection,125.01411764705882
original combination,106.63529411764706
BC,109.00714285714285
WM,51.22235294117647
LC,68.80941176470589
TMC,61.48
NTMC,49.71529411764706
DBC,116.4433734939759
EC,130.96547619047618
OC,123.78571428571429
