approach,Size
smart selection,39.58301282051282
original combination,39.244126984126986
BC,20.815384615384616
WM,15.911783439490446
LC,17.549520766773163
TMC,14.607936507936508
NTMC,12.333968253968253
DBC,22.552076677316293
EC,30.005750798722044
OC,26.274679487179487
