approach,Size
smart selection,57.874307304785894
original combination,53.56475
BC,39.52272727272727
WM,23.43408521303258
LC,28.496984924623117
TMC,24.56825
NTMC,20.2775
DBC,42.23131313131313
EC,51.36750629722922
OC,46.95883838383838
