approach,Size
smart selection,40.46535947712418
original combination,39.85498392282958
BC,21.05016286644951
WM,16.022292993630572
LC,17.809615384615384
TMC,14.588817891373802
NTMC,12.436655948553055
DBC,22.71818181818182
EC,30.174836601307188
OC,26.614886731391586
