approach,Size
smart selection,141.70602409638553
original combination,119.5904761904762
BC,123.74698795180723
WM,55.614117647058826
LC,73.19285714285714
TMC,64.01428571428572
NTMC,54.195180722891564
DBC,129.76190476190476
EC,147.15952380952382
OC,139.7904761904762
