approach,Size
smart selection,134.6635294117647
original combination,116.42941176470588
BC,102.70481927710843
WM,54.995294117647056
LC,72.48117647058824
TMC,63.128235294117644
NTMC,52.726190476190474
DBC,125.0047619047619
EC,143.5341463414634
OC,133.38433734939758
