TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
org.apache.hadoop.registry.server.services.RegistryAdminService,120,8,26,142,1111111101111110001110000000000011000110000000000000000000000000000000000000000001110000011100000000011111110110000011101111111011
