TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.mapred.MapTask,120,26,98,50,000000000000011000010100000000000000000000000000,01000111110100000111111111100110010000000011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011001111111110001111111111011111111011110110000000000011100110000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000
