TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString
org.apache.hadoop.yarn.proto.YarnSecurityTokenProtos,120,73,215,14,01101010000000001101111010100111010000000001000000101101100001110100000100010001110100010001010000000011000010000000101101011011111110110001010000000001111011100011110000001100000000000000111010101010111100000000100000000000000000010110000011111111100
