TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,MethodNoExceptionCoverageBitString,ExceptionCoverageBitString,OutputCoverageBitString,BranchCoverageBitString,WeakMutationCoverageBitString,LineCoverageBitString,MethodCoverageBitString
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,120,98,465,584,111111111111111111111111111111111111101111110111110010011111101100110011101010100000000000011111001101101000000000000000000000000110111011101100000000101111111111111011011111000000001111001111001010001111111111111011000000000000111110111000111,0011111111011111111111110111111111111111111111111111111110,1111111111111111111,0000000000000010001100011000110000000000000010000000000000010011101010100100010010100100010010100010100100110010101111110000100000000000000110111100100100000000000000000000000000000000000000000000000000000000000000000000010100010010010100100010010100010100100100101011010101001011001100111110111001100010010,111111111111111111111111111111111111101111111111110100011111101100110101110010100000000000011111001101101000000000000000000000000110111011101100000001010111111111111101011110100000001110101110101100001111111111111011000000000001011111011001011,1111111111111111111111111111111111111111111111111111111111111111111111111111111101111110100000000000000000000011111111111111111111111111101111111111111111110011111111111111111110000111111111111110000000000000000011111111110000111111111001110010111111111111111111111100000000000000000000000000000000000000000000000001010111111111111111111110111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000001111101111101111111111111111100111001110100000000000000000000000000000000000000000000000000000010101110111101110111101110111011101111011101110000111000011111111111010111111111100000000000000000000000000000000000000000000000000000000000000000111111111000000001111111111111111100,1111111011111001110111111001101111111111001111111111111111111111110111111110111000001111111111111111001111101110111111111110000000000000000000000000000000000000000000000000000000000000000000011111111100111111111111111111111111001110111111000000000000001111111110000000000000000000000000000000000000000000000000000000000000000000000000011010111111111111110101111111111111111111111111111111111011000000000000000000000111111111111100000000011111111111111111111111111100111111100011111111111111111111111111111111111111111111111111111111000,1111111111011111111111111111111111111111111111111111111111
