TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.firebirdsql.jdbc.FBProcedureCall,120,32,102,1899,111111111111111110,11111111111111110111111111111111111111111111111111111011110111111101111111111111111111111111111111
