TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString,BranchCoverageBitString
ipac.WhoIS,120,6,28,1121,1111111111111110000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111100000000000111110001111101011111111111111111111111111100000111111111111111110000011111111111111,1001111111111011010011000001110101001111011101011111010
