TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
org.apache.hadoop.mapreduce.v2.api.records.impl.pb.AMInfoPBImpl,120,25,84,237,11111111101111111111111111111111111111111111111111111
