TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.conf.HAUtil,120,13,26,506,0111111111111100000001111111111110111111100000000000001001111111111111111011111110000001110000000000000000000001111110000000000000000,111111111111010101000000000000000000000111100000001011111011111111110100
