TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.jfree.data.time.TimePeriodValues,120,45,205,982,1111111111111111111111111111111111111111111111111111111111111111111111111,100111011011011111111111101110111011111101101111111101111100000000000000000000
