TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,WeakMutationCoverageBitString,LineCoverageBitString,MethodCoverageBitString,MethodNoExceptionCoverageBitString,CBranchCoverageBitString,ExceptionCoverageBitString,OutputCoverageBitString,SelectedLineNumber,SelectedMutationNumber
de.outstare.fortbattleplayer.statistics.BattleStatistics,120,83,586,420,111111111111111111111111111111111111111101101111111111111101110111111111111111111111111111111111111110000000000011110111110001101111111111110101110101111111,11111111111111101111111111111111111111110111111111111100101011111111111111111111111111111111111111111111111111011111111011111111111111110000000000000011111111111111111111111001111111011111111111010111111101111111111111101111101101011110111111011111011111111111110000000000000011111111111100111110111111101111111111101011110011111100011111111111111111111111111111111111111011111111001111111101111111011111011111010110110111,11111111111111111111111111111111111111111111111111111111111111111111111110011111111011111111111111111111111111111111111101011111111111111111111111111111111111111101111111111111111111111111111111111111111111011111111111111111111111111111,1111111111111111111111111111111111111111,1111111111111111111111111111111111111111,111111111111111111111111111111111111111101101111111111101111111011111111111111111111111111111111111110000000000011111011110010011111111111111010111001111111,1111111111111111,111111011011001110110111011110110100100100100100100001001001001001111011001001111111001110110110001110110,2,98
