TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
org.jsecurity.util.AntPathMatcher,120,35,86,4232,11111111111111111111111111111111110111111111010101111110000010000000000000000011101111111111111111111111111111111111111111111111010111111111111111111011111111111111111111
