TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString
org.apache.hadoop.yarn.proto.YarnServerNodemanagerServiceProtos,120,19,50,13,1000110000000000000001000010000101001000010100100101000000000000010000010010100001001000000000000000101000100001000000000000000000000100000000000000100001000
