TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString
org.apache.hadoop.mapreduce.jobhistory.TaskAttemptStarted,120,66,194,76,1111111111111111111111111111111111111111111111111111111111111111111111
