TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.util.concurrent.Monitor,120,52,875,3,1111111111111101011111111111111110111101,111110111111111111111111111110110000000000010111001101111111100100000001010100010111001110111000010001111001010110010110011101100111011000101000111111011111011111100100000111011111010100000010101010000000011011111110100
