TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
com.google.common.base.Splitter,120,18,44,1834,111111111111111110,111111111111111111111111110111111111111111111111111111111111111111111000111111111111111111
