TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString
org.apache.hadoop.fs.FileSystem,120,113,331,65,111000010111110100000010000000000000011111111111000011110111111111111111110000001011000010101110100100100000000000011000000000001111000000000000000000101110000000101101000001111000010011110011111111111111101100111000111111001111000111100111111111111101010010111100001010111000000000000000000000000001011110111001100011111111111111000111000000000000000000111010000000010110111110010011111111111110000011100000000000000000000000000000111100001100010111101111011111011110110000000000000000100000111101010011111110000000011001001100000000000000000000000000000001111111010000000000111010000100100000000000000000000000000111111111111100000110000010111110000000000010110100000000000000000000000000000000000000001011010110000000111111100000000000011111000000000001110111000000000000000000000000000000000111111111111111100000011111101111111111111110011001111111111111111111111111111111111100001111111111111111111111111111111101111111111111111111100000100000000000
