TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.service.utils.CoreFileSystem,120,40,208,944,1111111111101111111111111111111,111111111111111111111111111111111111100100111111111111
