TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString,BranchCoverageBitString
jipa.Main,120,28,40,28,11111111111111111111111111111110111100001111111111111111111110111111111111111111101111110000000001111011101000000011111111110111111111110111111111111111111101111111111111111101111111111111011111111111111111111011111111111111111111011111111111111111111111111111111111111111111111111111101111111111101111111111111111111100000000000000000000000000111111101011110111111111111111111111111111011111,11111101110111111101011101010111010101011111010111010101110101110101110000000000000000000011110000111111111111011111111110111111100111
