TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString
com.mentorgen.tools.profile.runtime.Profile,120,12,37,634,11111111111111111111111111111111111111111111111111111110111111101111111011111100010000111111111101110111111111111111110000001111110101011011
