TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.io.ByteSource,120,37,149,233,111111111001011110010111111111100100000000011111111111111111111111111101111001111101111111111111111111111111111111111111111111111111111110111111111001111111111111111111111111111111111111111111111111111111111111111111111101101111111111010111111100000000000000001111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000001111111111111111110110000011111111111101100000100000000000
