TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.metrics2.source.JvmMetrics,120,7,21,1066,10101111100,11111111101111111111111111110111001110111110101111001100101010101
