TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,WeakMutationCoverageBitString,LineCoverageBitString,MethodCoverageBitString,MethodNoExceptionCoverageBitString,CBranchCoverageBitString,ExceptionCoverageBitString,OutputCoverageBitString
org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat,120,26,102,149,1111111110110000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000011010000000000000000001100000000000001111111111111000000000000,11111111111100011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111000000000000000000000000000000000000000000000000000000000000000000001110011000000000000000000111011100000000000000000000000000000000000000011111111111111110111111111011110110111111110111111101111111111111101111111111110000000000000000000000000000000000000000000000000000000000000000000,111111100000000000000000111111111111111000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000111000000000000000000000111100000000000000000000000000000000110001111111111110000011000000001111111111111111111101100000000000000000000000000000010111000000000000000000001,111111111100011011,111010011100011011,1010110110110000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000011010000000000000000001100000000000011101111111111000000000000,1111111,1011100000000
