TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.proto.ResourceTracker,120,22,84,182,111111111111000,1111111010010111001111000000000000000000000000000000000111111111111111111111111111111
