TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,BranchCoverageBitString
org.jfree.chart.plot.XYPlot,120,271,918,122,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111101111011111011111111111001111111111101110111011111011111011111111010101111111111110111111111111111110110011101111101100011101010111101000001111011110101101110100010010011010000110100011110000011111101000011101111111111011100010100000000101001010101100100100101010010000001000010001010000001011010000101000110001011010000000000000000000000000000000000000000010000000001000000001101111001011110100000000000000000000000000000111110000000000000000000100000000000000000000000000101011000000000010000000011101011011010110000011111110100001111111111111101101011101111111011111111100011100100111011101111010001000010101111110010111100011111100000000100000011101101111011011101111011101101111110000000011101011101010101011010100101011010010111100110100101100110101010101001011010011001011010010101010110100111101001101001011010100101111111111111111101101000000000000000000000,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111101110111111011111111111111111111111101111111111011101111011111111010101111111111111111111111111111110110011101111101111111110101111101000001110111110101011101111101111111010000111000101110000011111110000011011111111111101110001000000000011001101010101010001010100010000010001000001010000010011010100010000110000111010000000000000000000000000000000000000000100000000010000000001101110110101110100000000000000000000000000000111101000000000000000000010000000000000000000000100010100100000000010000000011011011011010110000101111111000001111111111111110111111101111111011111111100011111000110111111111100010000010101111111000111110001111010000000100000011101110110111101110110111101110111110000000111110101110101010101010101010101010101011101010101010101010101010101010101010101010101010101010101010101011101001011010101010011001111111111111111110101000000000000000000000
