TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.base.Predicates,120,25,68,5284,010101100001101100101000001111110010011110101010101111011111111000011110011111100000000000000000000000000000011
