TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.yarn.server.nodemanager.DirectoryCollection,120,7,15,736,000000010000000000000000000000001,10000100010100110000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
