TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString
com.eteks.sweethome3d.viewcontroller.HomeController,120,19,112,137,1010000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110011111110000000000000011111111111110000101100000000000000000000000000000000000000000000000000000000000000000101010000000000111101000000000000010111101100000000000000000000000000000000000000000000000000000000000000000111011000000001101000010000000000000000000000001111111110001000001
