TARGET_CLASS,search_budget,Size,Length,Generations,CBranchCoverageBitString,BranchCoverageBitString
com.puppycrawl.tools.checkstyle.api.FileContents,120,20,112,942,1111111111111111111111111111100001111111111,1111111111111111111111111111100001111111111
