TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.util.LightWeightGSet,120,30,96,946,111111111111111111111110000,1111111111000010111111111111111111111111111111111111111111111111111111111111111111101111
