TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.yarn.conf.HAUtil,120,29,63,857,111111111111010111010100000000000000001111110100001011111011111111111100,11111111101101001000101010010010101100110
