TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.security.token.delegation.web.DelegationTokenAuthenticationHandler,120,14,54,471,11101111111111110010101010001010000000000000000000000000000000000000001111,00000000110010101001
