TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.yarn.server.resourcemanager.scheduler.placement.LocalityAppPlacementAllocator,120,24,97,659,01111101111100001000000000111000110110111111111100001111000000001000000000000000001101000000111111111010,001001101010000001001100000101100000100
