TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString,OutputCoverageBitString
org.apache.hadoop.mapred.MapTask,120,18,51,5,01000111110100000101001101100110010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000011000000000000000000000010010000000000000000000011100000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000,000000000
