approach,BC,WM,LC,TMC,NTMC,DBC,EC,OC
smart selection,0.4970713804906568,0.5485416922558956,0.5371138498337821,0.777747638704017,0.629200710736821,0.4910811551787285,12.684478371501273,0.3981594375132766
smart selection without the subsumption strategy,0.49947664897227695,0.5456735972200264,0.5499536921560357,0.7722318253954562,0.6275829599299128,0.49359817491239144,12.707888040712469,0.3966467677153384
