approach,BC,WM,LC,TMC,NTMC,DBC,EC,OC
smart selection,0.4957434673378934,0.5406541529283697,0.5314044551933205,0.7866435244378347,0.6312227209073322,0.489991550482501,18.25626204238921,0.38798542727047564
smart selection without the subsumption strategy,0.4980883411160085,0.5400069465509542,0.5439081014904383,0.782071395466396,0.6301372340603488,0.4946993550678994,18.683236994219655,0.3879334572851458
