approach,BC,WM,LC,TMC,NTMC,DBC,EC,OC
smart selection,0.48277609296082724,0.540065303998738,0.5266499825189459,0.7794206440809481,0.6280740475495485,0.47604946211487403,12.440712468193382,0.39551698009913616
smart selection without the subsumption strategy,0.49594376845287397,0.5394307677290799,0.5433647919931351,0.7750382153609514,0.6309100895494182,0.48335529120712123,12.58854961832061,0.39811742120035176
