approach,BC,WM,LC,TMC,NTMC,DBC,EC,OC
smart selection,0.46694192731207085,0.5067493876044539,0.5062307612344364,0.8088643715267265,0.6317545212283889,0.4819503703247725,35.665079365079364,0.350802656988206
smart selection without the subsumption strategy,0.4777658663587011,0.5092561070435377,0.5158392982868041,0.8078737858595207,0.6328166096071067,0.4910500147346206,36.25079365079365,0.35126322801533333
