TARGET_CLASS,search_budget,Size,Length,Generations,LineCoverageBitString,BranchCoverageBitString
org.apache.hadoop.thirdparty.com.google.common.util.concurrent.Striped,120,16,62,24,11111111111111001111111111111111111101111111111111111111111111111111111111111000111111011100001111110000000000000000,111111111111111100011001011000111111001111110111111111111101111010000010110111
