TARGET_CLASS,search_budget,Size,Length,Generations,WeakMutationCoverageBitString,BranchCoverageBitString
com.pmdesigns.jvc.tools.JVCParserTokenManager,120,38,250,116,0101011010111111111101011010110101101011010110100101011110011111111100111001111010001101010000001111000000000000000000000000000000000001111001101110000000000111000000110101000000111100000000000000000000000000000000000111100111111000000000011100000011010100000011110000000000000000000000000000000000011110011011100000000001110000001001010000001111000000000000000000000000000000000001111001101110000000000111000000110101000000111100000000000000000000000000000000000111100110111000000000011100000011101111111111010011010000000000000000000,111111101111111111101011111111101101111111101010110100101101111010111010101010101011101010101010101010101010101010101010101010101010101010101011101101011011000000000000000000000000000011111010111010101010101011101010101010101010101010101010101010101010101010101010101010101101000001010110100000000000000000000000000000000000000000000000000000000000000000101100000011111100101010011110110000000000000000000000000001011110101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101010000100010000000000000000000000000000000000000000000000000011110010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000000001010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000011001100101010011110110000000000000000000000000001011110101110101010101110111010101010101010101010101010101010101010101010101010101010101010000100010000000000000000001000000000111110101010101010101010111010101010101010101010101010101010101010101010101010101010101011010000010111100000000000000000000000000000000000000000000000000000000000000000001011000000111111001010100111101100000000000000000000000000010111101010101010101010101110101010101010101010101010101010101010101010101010101010101010100001000100000000000000000000000000001111101010101010101010101110101010101010101010101010101010101010101010101010101010101010110100000101010000000000000000000000000000000000000000000000000000000000000000000010110000001100110010101001111011000000000000000000000000000101111010101010101010111011101010101010101010101010101010101010101010101010101010101010101000010001000000000000000000100000000011111010101010101010101011101010101010101010101010101010101010101010101010101010101010101101000001011100000000000000000000000000000000000000000000000000000000000000000000101100000011111100101010011110110000000000000000000000000001011110101010101010101110111010101010101010101010101010101010101010101010101010101010101010000100010000000000000000001000000000111110101010101010101010111010101010101010101010101010101010101010101010101010101010101011010000010111000000000000000000000000000000000000000000000000000000000000000000001011000000111111111111111111111111111110111011101010101011111011111110101100000000000000000
