TARGET_CLASS,search_budget,Size,Length,Generations,MethodCoverageBitString,BranchCoverageBitString
org.apache.hadoop.ha.ZKFailoverController,120,8,28,1393,00000000000011111111111,000100001000000101001000110000111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
