TARGET_CLASS,search_budget,Size,Length,Generations,MethodNoExceptionCoverageBitString,BranchCoverageBitString
org.apache.hadoop.security.authentication.util.ZKSignerSecretProvider,120,13,127,4,111111010000,1111110000000000001000101000000010000000000000000000
