TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
org.apache.hadoop.yarn.proto.ApplicationClientProtocol,120,96,414,108,1111111101111111111111111111111111111111111111110000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111110101010101010101010101110101010111010111111101010101010101111111111111111101110111110111110101011101111111111111111111011101110101011111111101111111011111111101111101010111111111111111011111010111111101010111
