TARGET_CLASS,search_budget,Size,Length,Generations,BranchCoverageBitString
com.pmdesigns.jvc.tools.JVCParserTokenManager,120,48,285,243,111111111111111111101011111111101101101111101000110111101101111010101010101010111011111010101010101010101010101011101110101010101010101010101111111111110001000000000000000000110001000111111010101010101010111011111010101010101010101010101011101110101010101010101010101111111101010101011100000000001000000000000000000000000000010000000000000000000000000101101100000011111111111010111111111011001011111000001101111011011110101010101010101010101010101010101010101010101010101010101010101010111010101010101010101010101010101010101010101010101010101010101110000100010000000000000000000000000000000000000000000000000010111010101010101010101010101010101010101010101010101010101010111010101011101010101010101010101010101010101010101010101010101010101011101101010101010111000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000001011111101010111111111011001011111000001101001011011110101010101010101010111110101010101010101010101010111011101010101010101010101011111010101100010000000000000000000100010001101110101010101010101010111010101010101010101010101010101010101010101010101010101010111011010101010101000000000000000000000000000000000000000000000000000000000000000000001000000000010111101110100111111110110010110010000011001100010111101010101010101010101110101010101010101010101010101010101010101010101010101010101011100001000100000000000000000000000000001011001010101010101010101010101010101010101010101010101010101010101010101010101010101010100000000101010000000000000000000000000000000000000000000000000000000000000000000010000000000100111011101001111111101100101100100000110111101101111010101010101010101011101010101010101010101010101010101010101010101010101010101010101000010001000000000000000000000000000010111010101010101010101010101010101010101010101010101010101010101010101010101010101010111000000001010100000000000000000000000000000000000000000000000000000000000000000000100000000001001111111010111111111011011011111010001101111011011110101010101010101110111110101010101010101010101010111011101010101010101010101011111111111100010000000000000000001100010001101110101010101010101110111110101010101010101010101010111011101010101010101010101011111111010101010111000000000010000000000000000000000000000100000000000000000000000001011000000000011111111111111111111111111110111011101110111011101011111111111100000000000010000
